id,host_id,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,number_of_reviews,review_scores_rating,instant_bookable,super_host
197677,964081,1.0,1,0,Sumida Ku,35.71721,139.82596,Entire home/apt,4,1 bath,1.0,2.0,11000.0,165,95.0,0,0
776070,801494,1.0,1,1,Kita Ku,35.73844,139.76917,Private room,2,1 shared bath,1.0,1.0,7677.0,228,99.0,1,1
899003,4799233,2.0,1,1,Shinjuku Ku,35.71019,139.69755,Entire home/apt,3,1 bath,1.0,4.0,5200.0,93,90.0,0,0
1016831,5596383,1.0,1,1,Setagaya Ku,35.658,139.67134,Private room,2,1 shared bath,1.0,1.0,4000.0,211,99.0,0,0
1033276,5686404,,,,Adachi Ku,35.74437,139.79739,Private room,2,1 shared bath,1.0,0.0,30000.0,72,91.0,0,1
1096292,6018145,3.0,1,1,Shinjuku Ku,35.69233,139.70851,Private room,3,1 shared bath,1.0,3.0,11070.0,252,98.0,0,1
1196177,5686404,,,,Adachi Ku,35.74409,139.79895,Private room,2,1 shared bath,1.0,2.0,3000.0,95,94.0,0,1
1249571,6809418,1.0,1,1,Shibuya Ku,35.65111,139.72165,Entire home/apt,3,1 bath,1.0,1.0,32571.0,102,99.0,0,1
1263000,6876728,1.0,1,0,Setagaya Ku,35.60682,139.67629,Private room,2,1 shared bath,1.0,2.0,6000.0,185,96.0,0,1
1298200,6606987,3.0,1,1,Katsushika Ku,35.73987,139.85176,Entire home/apt,4,2.5 baths,2.0,4.0,13143.0,339,99.0,0,1
1306664,7103955,11.0,1,1,Shinjuku Ku,35.70263,139.74147,Entire home/apt,2,1 bath,1.0,1.0,36886.0,162,99.0,0,1
1394124,5710367,7.0,1,1,Meguro Ku,35.62039,139.69983,Entire home/apt,11,4 baths,3.0,11.0,16429.0,224,95.0,0,0
1394409,7537357,0.0,1,1,Toshima Ku,35.72597,139.7016,Private room,2,2 shared baths,1.0,2.0,4000.0,225,94.0,0,0
1394737,7537357,0.0,1,1,Toshima Ku,35.7241,139.70343,Private room,2,2 shared baths,1.0,2.0,4000.0,220,93.0,0,0
1441639,7740848,8.0,1,1,Katsushika Ku,35.7362,139.85178,Entire home/apt,5,1.5 baths,1.0,5.0,9800.0,304,99.0,1,1
1526132,8142772,13.0,1,1,Shinjuku Ku,35.69857,139.704,Private room,3,1 shared bath,1.0,0.0,6837.0,156,97.0,0,1
1544970,8142772,13.0,1,1,Shinjuku Ku,35.69848,139.70432,Private room,3,1 shared bath,1.0,0.0,6409.0,130,97.0,0,1
1571298,8142772,13.0,1,1,Shinjuku Ku,35.69847,139.70433,Shared room,9,1 shared bath,1.0,9.0,4980.0,168,96.0,0,1
1574946,8142772,13.0,1,1,Shinjuku Ku,35.69848,139.70433,Shared room,9,1 shared bath,1.0,0.0,4980.0,141,96.0,0,1
1600454,8529477,2.0,1,1,Setagaya Ku,35.65897,139.60988,Private room,1,1 shared bath,1.0,1.0,3300.0,42,96.0,0,1
1600758,8529477,2.0,1,1,Setagaya Ku,35.65933,139.60847,Private room,1,1.5 shared baths,1.0,1.0,3300.0,13,100.0,0,1
1754294,6018145,3.0,1,1,Shinjuku Ku,35.69279,139.70929,Private room,2,1 shared bath,1.0,2.0,9934.0,247,98.0,0,1
1868030,8660693,15.0,1,1,Koto Ku,35.68955,139.81605,Private room,1,1 shared bath,1.0,1.0,2000.0,115,88.0,1,0
1919541,9951050,2.0,1,1,Shinagawa Ku,35.61794,139.72313,Private room,2,1 shared bath,1.0,1.0,4155.0,227,98.0,0,1
2027932,10415965,,,,Minato Ku,35.65628,139.72586,Entire home/apt,14,2.5 baths,4.0,9.0,68929.0,170,95.0,0,1
2075509,11046932,1.0,1,1,Minato Ku,35.65094,139.73486,Entire home/apt,9,2.5 baths,4.0,9.0,100000.0,240,98.0,0,1
2129583,9203725,5.0,1,1,Suginami Ku,35.67273,139.65974,Entire home/apt,5,1 bath,1.0,3.0,12000.0,9,98.0,0,1
2219300,9203725,5.0,1,1,Suginami Ku,35.67273,139.65974,Entire home/apt,4,1 bath,1.0,3.0,12000.0,16,100.0,0,1
2238472,11430874,1.0,1,1,Shibuya Ku,35.67191,139.68367,Private room,4,2 shared baths,1.0,0.0,27000.0,157,99.0,0,1
2262879,8660693,15.0,1,1,Koto Ku,35.68931,139.81406,Private room,2,Shared half-bath,1.0,1.0,2200.0,42,87.0,1,0
2289698,4799233,2.0,1,1,Shinjuku Ku,35.70803,139.69822,Entire home/apt,2,1 bath,1.0,0.0,4000.0,73,88.0,0,0
2491507,8142772,13.0,1,1,Shinjuku Ku,35.69847,139.70433,Private room,3,1 shared bath,1.0,0.0,6551.0,82,95.0,0,1
2602722,8142772,13.0,1,1,Shinjuku Ku,35.69848,139.70433,Shared room,9,1 shared bath,1.0,9.0,4980.0,158,96.0,0,1
2602791,8142772,13.0,1,1,Shinjuku Ku,35.69848,139.70435,Shared room,9,1 shared bath,1.0,9.0,4980.0,71,94.0,0,1
2642449,8660693,15.0,1,1,Koto Ku,35.69091,139.81427,Private room,3,Shared half-bath,1.0,3.0,2200.0,73,90.0,0,0
2645379,8142772,13.0,1,1,Shinjuku Ku,35.69848,139.70433,Shared room,9,1 shared bath,1.0,0.0,4980.0,73,95.0,0,1
2661155,8660693,15.0,1,1,Koto Ku,35.68886,139.8144,Private room,3,Shared half-bath,1.0,3.0,2500.0,90,87.0,1,0
2803972,13465066,2.0,1,1,Akishima Shi,35.70569,139.37936,Entire home/apt,2,1 bath,1.0,1.0,3873.0,30,94.0,0,1
2839061,4839990,,,,Bunkyo Ku,35.72175,139.76309,Private room,2,2 shared baths,1.0,1.0,5000.0,76,97.0,0,1
2867835,9360394,4.0,1,0,Adachi Ku,35.79273,139.79121,Entire home/apt,5,1 bath,1.0,3.0,13000.0,6,83.0,0,0
2883497,6969809,2.0,1,1,Taito Ku,35.72208,139.78049,Entire home/apt,6,1 bath,2.0,6.0,22000.0,254,95.0,1,0
2883869,9360394,4.0,1,0,Adachi Ku,35.79166,139.79285,Entire home/apt,2,1 bath,1.0,1.0,6729.0,4,90.0,0,0
3021731,15397951,,,,Toshima Ku,35.72276,139.69074,Private room,2,1 shared bath,1.0,2.0,5500.0,111,92.0,0,1
3085134,10415965,,,,Shibuya Ku,35.65174,139.72175,Entire home/apt,6,1.5 baths,2.0,4.0,24886.0,120,95.0,0,1
3177109,16110809,1.0,1,1,Shinjuku Ku,35.68991,139.71882,Entire home/apt,2,1 bath,1.0,1.0,15354.0,115,99.0,0,0
3235958,16241464,2.0,1,1,Itabashi Ku,35.78077,139.63209,Entire home/apt,2,1 bath,1.0,0.0,4500.0,85,95.0,0,1
3265059,6606987,3.0,1,1,Katsushika Ku,35.73862,139.8515,Private room,2,2 baths,1.0,2.0,5643.0,319,98.0,0,1
3339222,16241464,2.0,1,1,Itabashi Ku,35.78116,139.63145,Entire home/apt,2,1.5 baths,1.0,0.0,4529.0,49,92.0,1,1
3364169,16973429,2.0,1,1,Taito Ku,35.7223,139.80049,Entire home/apt,4,1 bath,1.0,4.0,9000.0,125,94.0,0,0
3366913,15397951,,,,Shinjuku Ku,35.72154,139.69228,Private room,2,1 shared bath,1.0,1.0,5000.0,100,88.0,0,1
3372902,17018818,1.0,1,1,Meguro Ku,35.61728,139.6679,Entire home/apt,2,1 bath,1.0,2.0,6800.0,134,91.0,0,0
3395524,15397951,,,,Shinjuku Ku,35.72258,139.69075,Private room,1,1 shared bath,1.0,1.0,4500.0,64,93.0,0,1
3409030,17190614,1.0,1,1,Shinjuku Ku,35.69639,139.70006,Private room,3,1.5 baths,1.0,2.0,5000.0,158,94.0,0,0
3514008,17694529,9.0,1,1,Arakawa Ku,35.72672,139.78201,Entire home/apt,2,1 bath,1.0,2.0,2500.0,234,98.0,0,1
3563698,11583876,6.0,1,1,Machida Shi,35.58911,139.48023,Entire home/apt,2,1 bath,1.0,2.0,4000.0,97,97.0,0,1
3572139,15514130,1.0,1,0,Toshima Ku,35.72873,139.7336,Entire home/apt,6,1 bath,3.0,6.0,23983.0,162,97.0,1,0
3606276,9203725,5.0,1,1,Suginami Ku,35.67276,139.65976,Private room,5,1 private bath,1.0,4.0,15000.0,4,100.0,0,1
3689244,18776800,,,,Shibuya Ku,35.67205,139.67877,Entire home/apt,7,1 bath,2.0,3.0,31000.0,13,92.0,0,1
3716040,5660134,1.0,1,1,Setagaya Ku,35.61869,139.66025,Entire home/apt,3,1 bath,2.0,2.0,8000.0,33,99.0,0,1
3744742,19152993,8.0,1,1,Kita Ku,35.76105,139.716,Entire home/apt,5,1 bath,1.0,5.0,2193.0,210,86.0,1,0
3775528,19358663,4.0,1,1,Setagaya Ku,35.62942,139.63077,Private room,2,1 shared bath,1.0,1.0,32902.0,83,100.0,1,1
3793206,8142772,13.0,1,1,Shinjuku Ku,35.69847,139.70432,Private room,1,1 shared bath,1.0,1.0,6409.0,209,98.0,0,1
3793412,8142772,13.0,1,1,Shinjuku Ku,35.69848,139.70432,Private room,4,1 shared bath,1.0,3.0,6980.0,71,97.0,0,1
3814258,19611972,3.0,1,1,Suginami Ku,35.70293,139.60045,Entire home/apt,3,1 bath,1.0,3.0,7750.0,161,95.0,1,0
3838856,4626879,11.0,1,1,Shibuya Ku,35.68245,139.69009,Entire home/apt,8,1.5 baths,3.0,5.0,15235.0,171,97.0,0,1
3845889,19089769,2.0,1,1,Suginami Ku,35.70679,139.6551,Entire home/apt,2,1 bath,1.0,1.0,8500.0,96,97.0,0,1
3846001,19089769,2.0,1,1,Suginami Ku,35.70686,139.65543,Entire home/apt,2,1 bath,1.0,2.0,5500.0,123,98.0,0,1
3871442,18776800,,,,Suginami Ku,35.70399,139.59775,Entire home/apt,4,1 bath,1.0,2.0,13000.0,36,97.0,0,1
3886601,10415965,,,,Shibuya Ku,35.64991,139.72204,Entire home/apt,8,1.5 baths,3.0,6.0,28834.0,130,92.0,0,1
3920124,20307199,3.0,1,0,Higashimurayama Shi,35.76577,139.44678,Entire home/apt,9,1 bath,2.0,0.0,5484.0,132,98.0,0,1
3925416,20336856,13.0,1,1,Chuo Ku,35.68577,139.78368,Entire home/apt,5,1.5 baths,1.0,0.0,4000.0,112,96.0,0,1
4026948,20878710,1.0,1,1,Shinagawa Ku,35.6005,139.73452,Private room,2,2 shared baths,1.0,2.0,4800.0,127,88.0,1,0
4047596,6504053,3.0,1,1,Shinagawa Ku,35.62633,139.7235,Entire home/apt,5,1.5 baths,2.0,4.0,25000.0,196,97.0,0,1
4050925,21004633,4.0,1,1,Taito Ku,35.71433,139.79878,Entire home/apt,8,1 bath,2.0,0.0,40000.0,479,99.0,1,1
4141228,17736560,10.0,1,1,Nakano Ku,35.73417,139.63328,Entire home/apt,2,1 bath,1.0,1.0,4607.0,72,94.0,1,1
4255574,8660693,15.0,1,1,Koto Ku,35.6903,139.81397,Private room,2,Shared half-bath,1.0,1.0,2300.0,78,88.0,0,0
4360718,19152993,8.0,1,1,Kita Ku,35.76094,139.71652,Entire home/apt,5,1 bath,1.0,5.0,5265.0,182,91.0,1,0
4388283,10969488,3.0,1,1,Kokubunji Shi,35.70915,139.48057,Private room,2,1.5 shared baths,1.0,0.0,2786.0,51,97.0,0,1
4391546,22797910,2.0,1,1,Minato Ku,35.64828,139.73731,Entire home/apt,2,1.5 baths,2.0,2.0,9586.0,51,90.0,0,1
4396219,18776800,,,,Suginami Ku,35.70399,139.59775,Entire home/apt,5,1 bath,1.0,2.0,13500.0,27,95.0,0,1
4396221,18776800,,,,Suginami Ku,35.70399,139.59775,Entire home/apt,4,1 bath,1.0,1.0,14000.0,22,91.0,0,1
4471640,22643572,2.0,1,1,Higashimurayama Shi,35.75653,139.47912,Private room,2,1.5 baths,1.0,4.0,3700.0,13,100.0,0,1
4471946,23202702,1.0,1,1,Kita Ku,35.74576,139.75238,Entire home/apt,5,1 bath,2.0,5.0,8000.0,96,99.0,0,1
4495014,19152993,8.0,1,1,Kita Ku,35.76111,139.71576,Entire home/apt,5,1 bath,1.0,5.0,4505.0,198,90.0,1,0
4540924,23416902,2.0,1,1,Hino Shi,35.68587,139.39428,Entire home/apt,3,1 bath,1.0,3.0,13528.0,35,91.0,0,0
4606903,23871736,2.0,1,1,Mitaka Shi,35.68002,139.53689,Private room,2,1 private bath,1.0,0.0,22857.0,23,100.0,0,0
4616579,17736560,10.0,1,1,Nakano Ku,35.73379,139.63183,Entire home/apt,2,1 bath,1.0,1.0,4599.0,73,96.0,1,1
4673248,23871736,2.0,1,1,Mitaka Shi,35.6818,139.53855,Entire home/apt,4,1 bath,2.0,0.0,22000.0,35,98.0,0,0
4690684,22643572,2.0,1,1,Higashimurayama Shi,35.75851,139.47982,Shared room,2,Shared half-bath,1.0,0.0,4070.0,3,100.0,0,1
4709339,24339628,4.0,1,1,Shinagawa Ku,35.59725,139.72744,Private room,3,1 bath,1.0,1.0,8000.0,49,95.0,0,1
4750169,23416902,2.0,1,1,Hino Shi,35.68548,139.39496,Entire home/apt,3,1 bath,1.0,3.0,9375.0,44,89.0,0,0
4813245,9782688,5.0,1,1,Toshima Ku,35.73055,139.68657,Entire home/apt,7,1 bath,3.0,4.0,18551.0,142,92.0,1,1
4817291,23595333,2.0,1,1,Taito Ku,35.72804,139.79048,Entire home/apt,5,1 bath,1.0,2.0,10000.0,267,99.0,1,1
4825779,24812892,2.0,1,1,Shibuya Ku,35.67748,139.68059,Entire home/apt,2,1 bath,,1.0,5044.0,229,92.0,0,1
4827373,24026566,3.0,1,1,Nakano Ku,35.69138,139.67812,Private room,5,1 shared bath,1.0,1.0,9400.0,196,95.0,0,1
4849854,20251835,1.0,1,1,Hachioji Shi,35.63738,139.2863,Entire home/apt,6,1 bath,2.0,5.0,12286.0,137,97.0,0,0
4881595,32575084,,,,Minato Ku,35.64714,139.73633,Private room,3,2 shared baths,1.0,3.0,3700.0,7,89.0,0,1
4888140,19152993,8.0,1,1,Kita Ku,35.76117,139.71597,Entire home/apt,5,1 bath,1.0,4.0,6017.0,189,90.0,1,0
4909611,7740848,8.0,1,1,Katsushika Ku,35.73809,139.85124,Entire home/apt,4,1.5 baths,2.0,4.0,10000.0,285,98.0,1,1
4917347,7740848,8.0,1,1,Katsushika Ku,35.73816,139.85174,Entire home/apt,6,1.5 baths,1.0,3.0,12286.0,267,99.0,1,1
4925503,25370510,6.0,1,1,Shibuya Ku,35.67923,139.67571,Entire home/apt,3,1 bath,1.0,2.0,3271.0,160,92.0,1,1
4925745,23595333,2.0,1,1,Taito Ku,35.72951,139.79137,Entire home/apt,6,1 bath,2.0,3.0,18000.0,254,98.0,0,1
4926317,25370510,6.0,1,1,Shibuya Ku,35.68068,139.6753,Entire home/apt,2,1 bath,1.0,2.0,8000.0,269,90.0,1,1
4926426,25370510,6.0,1,1,Shibuya Ku,35.67969,139.67656,Entire home/apt,2,1 bath,1.0,2.0,8000.0,227,92.0,1,1
4951604,25523994,1.0,1,1,Shibuya Ku,35.66978,139.71101,Entire home/apt,4,1 bath,2.0,4.0,30712.0,107,99.0,0,1
4958750,20993205,1.0,1,1,Edogawa Ku,35.73821,139.88578,Private room,4,1 private bath,1.0,4.0,5000.0,100,100.0,0,1
5050608,1258947,3.0,1,1,Taito Ku,35.71714,139.79051,Entire home/apt,4,1 bath,1.0,4.0,8226.0,49,90.0,0,0
5070495,17736560,10.0,1,1,Nakano Ku,35.73496,139.63132,Entire home/apt,2,1 bath,1.0,0.0,8226.0,74,96.0,1,1
5075815,25729330,1.0,1,1,Shibuya Ku,35.6502,139.70746,Entire home/apt,2,1 bath,1.0,1.0,8000.0,74,96.0,0,0
5128066,26509472,2.0,1,1,Hino Shi,35.66669,139.42091,Private room,3,1 private bath,1.0,3.0,20000.0,3,93.0,0,0
5128293,8142772,13.0,1,1,Shinjuku Ku,35.69872,139.70276,Shared room,9,1 shared bath,1.0,0.0,4980.0,134,97.0,0,1
5198467,25911199,3.0,1,1,Bunkyo Ku,35.72177,139.76196,Entire home/apt,7,1 bath,2.0,5.0,35000.0,35,97.0,0,1
5210118,24477517,2.0,1,1,Shibuya Ku,35.66339,139.68741,Entire home/apt,4,1 bath,,1.0,11010.0,226,89.0,1,0
5217466,17736560,10.0,1,1,Nakano Ku,35.73404,139.63128,Entire home/apt,2,1 bath,1.0,1.0,4606.0,87,97.0,1,1
5240174,24477517,2.0,1,1,Shibuya Ku,35.66339,139.68741,Entire home/apt,4,1 bath,,1.0,5743.0,190,90.0,1,0
5262640,17736560,10.0,1,1,Nakano Ku,35.73379,139.63314,Entire home/apt,2,1 bath,1.0,1.0,4599.0,52,97.0,1,1
5262658,17736560,10.0,1,1,Nakano Ku,35.73524,139.63172,Entire home/apt,2,1 bath,1.0,1.0,6023.0,117,97.0,1,1
5273171,24339628,4.0,1,1,Shinagawa Ku,35.59836,139.72794,Private room,1,1 bath,1.0,1.0,5000.0,216,96.0,0,1
5281318,27342221,2.0,1,1,Musashino Shi,35.70646,139.58289,Private room,3,1 shared bath,1.0,0.0,3800.0,14,90.0,0,0
5318866,1258947,3.0,1,1,Taito Ku,35.71572,139.79057,Private room,4,1 private bath,1.0,4.0,9871.0,26,86.0,0,0
5319992,21027438,5.0,1,1,Kokubunji Shi,35.70299,139.48384,Entire home/apt,4,1 bath,1.0,0.0,3286.0,86,89.0,1,0
5322905,21027438,5.0,1,1,Kokubunji Shi,35.70366,139.48405,Entire home/apt,3,1 bath,1.0,0.0,3286.0,67,90.0,1,0
5322944,21027438,5.0,1,1,Kokubunji Shi,35.7037,139.48388,Entire home/apt,3,1 bath,1.0,0.0,3286.0,68,91.0,1,0
5380507,26407522,5.0,1,0,Nakano Ku,35.72219,139.66795,Entire home/apt,2,1 bath,1.0,2.0,5300.0,130,97.0,1,1
5407938,28035085,8.0,1,1,Shinjuku Ku,35.69346,139.70823,Entire home/apt,5,1 bath,1.0,4.0,5000.0,284,99.0,1,1
5410242,28045851,1.0,1,1,Suginami Ku,35.70055,139.60022,Entire home/apt,2,1 bath,1.0,2.0,7129.0,51,98.0,0,1
5414578,25865449,19.0,1,1,Shinjuku Ku,35.70051,139.70569,Entire home/apt,3,1 bath,1.0,3.0,11514.0,15,85.0,0,0
5447082,28254151,2.0,1,1,Minato Ku,35.66866,139.73212,Entire home/apt,2,1 bath,,1.0,9500.0,96,99.0,0,1
5464305,28340699,6.0,1,0,Suginami Ku,35.70509,139.63584,Entire home/apt,2,1 bath,,1.0,7500.0,124,89.0,1,0
5516726,24781998,1.0,1,1,Nakano Ku,35.72104,139.64118,Private room,4,1 private bath,1.0,4.0,15000.0,23,99.0,0,0
5562958,24339628,4.0,1,1,Shinagawa Ku,35.59745,139.72747,Private room,1,1 bath,1.0,1.0,5000.0,82,96.0,0,1
5563021,24339628,4.0,1,1,Shinagawa Ku,35.59885,139.72802,Private room,3,1 bath,1.0,1.0,6000.0,75,93.0,0,1
5564391,28837813,7.0,1,1,Nakano Ku,35.7319,139.66797,Private room,2,1.5 shared baths,1.0,1.0,6000.0,208,97.0,0,1
5583920,25865449,19.0,1,1,Shinjuku Ku,35.70019,139.70523,Entire home/apt,5,1 bath,1.0,3.0,16914.0,16,91.0,0,0
5585604,25865449,19.0,1,1,Shinjuku Ku,35.69983,139.7056,Private room,6,1 private bath,2.0,4.0,16200.0,14,91.0,0,0
5620131,32575084,,,,Minato Ku,35.64741,139.73647,Private room,3,2 shared baths,1.0,3.0,3880.0,9,82.0,0,1
5633430,17736560,10.0,1,1,Nerima Ku,35.73572,139.63258,Entire home/apt,2,1 bath,1.0,0.0,6571.0,39,97.0,1,1
5641920,17736560,10.0,1,1,Nakano Ku,35.73475,139.63323,Entire home/apt,2,1 bath,1.0,1.0,6571.0,24,95.0,1,1
5643408,25865449,19.0,1,1,Shinjuku Ku,35.70101,139.70589,Entire home/apt,3,1 bath,1.0,3.0,11514.0,16,86.0,0,0
5655387,29311815,7.0,1,1,Shinagawa Ku,35.62619,139.70798,Shared room,4,1 shared bath,1.0,2.0,2057.0,210,96.0,0,1
5661072,21504159,23.0,1,1,Shinjuku Ku,35.70035,139.6967,Entire home/apt,5,1 bath,1.0,3.0,3800.0,119,87.0,0,0
5719870,29410164,4.0,1,1,Katsushika Ku,35.71679,139.85669,Entire home/apt,6,1 bath,2.0,5.0,15000.0,90,89.0,1,0
5726170,7989630,1.0,1,1,Musashino Shi,35.70779,139.56993,Private room,1,1 shared bath,1.0,1.0,14645.0,55,99.0,0,1
5730246,24087904,6.0,1,1,Taito Ku,35.7284,139.76512,Entire home/apt,3,1 bath,1.0,2.0,7000.0,190,93.0,0,0
5730491,29311815,7.0,1,1,Shinagawa Ku,35.62578,139.70807,Shared room,4,1 shared bath,1.0,2.0,2057.0,182,96.0,0,1
5730522,29311815,7.0,1,1,Shinagawa Ku,35.6259,139.70805,Shared room,4,1 shared bath,1.0,2.0,2057.0,181,96.0,0,1
5738050,29758027,1.0,1,0,Ota Ku,35.56976,139.69158,Entire home/apt,3,1 bath,1.0,3.0,5000.0,131,97.0,1,1
5780815,32575084,,,,Minato Ku,35.64763,139.73625,Private room,2,2 shared baths,1.0,2.0,2980.0,11,84.0,0,1
5815307,19615511,6.0,1,0,Shibuya Ku,35.64757,139.71994,Entire home/apt,2,1 bath,1.0,1.0,5000.0,99,91.0,0,0
5815506,18289292,1.0,1,0,Bunkyo Ku,35.71934,139.76508,Private room,4,1 shared bath,1.0,0.0,5300.0,32,97.0,0,1
5816176,30182326,1.0,1,1,Setagaya Ku,35.59822,139.67414,Private room,2,1 shared bath,1.0,1.0,10086.0,8,100.0,0,0
5876019,20307199,3.0,1,0,Higashimurayama Shi,35.76544,139.44477,Private room,2,1 shared bath,1.0,1.0,3839.0,69,99.0,0,1
5898156,5766088,1.0,1,1,Setagaya Ku,35.67317,139.61968,Entire home/apt,2,1 bath,1.0,2.0,13000.0,24,98.0,0,0
5932309,30745996,1.0,1,1,Kita Ku,35.74408,139.72525,Entire home/apt,3,1 bath,2.0,2.0,5000.0,210,94.0,1,0
5936568,22038803,1.0,1,1,Machida Shi,35.56256,139.46451,Entire home/apt,3,1 bath,1.0,1.0,4500.0,51,89.0,0,1
5940498,30840659,5.0,1,1,Katsushika Ku,35.76787,139.86487,Private room,2,1 shared bath,1.0,1.0,3800.0,90,93.0,0,0
5949669,30883070,31.0,1,1,Koto Ku,35.68285,139.81551,Private room,3,1 shared bath,1.0,1.0,2121.0,312,91.0,1,0
5963368,29681737,5.0,1,1,Nerima Ku,35.76436,139.6698,Private room,3,3 shared baths,1.0,2.0,6945.0,36,94.0,1,0
5979941,30840659,5.0,1,1,Katsushika Ku,35.76619,139.86607,Private room,4,1 shared bath,1.0,4.0,5213.0,27,96.0,0,0
6050643,20307199,3.0,1,0,Higashimurayama Shi,35.76556,139.44458,Entire home/apt,9,1 bath,2.0,7.0,4936.0,56,99.0,0,1
6065895,27335625,10.0,1,1,Toshima Ku,35.73201,139.7264,Private room,1,1 shared bath,1.0,1.0,3500.0,62,95.0,1,1
6065963,27335625,10.0,1,1,Toshima Ku,35.73171,139.72803,Private room,1,1.5 shared baths,1.0,1.0,4200.0,131,93.0,1,1
6120428,16362794,1.0,1,1,Itabashi Ku,35.75913,139.68681,Entire home/apt,2,1 bath,1.0,2.0,7000.0,176,99.0,0,1
6122133,28596639,5.0,1,1,Akiruno Shi,35.72939,139.28372,Private room,12,2 shared baths,5.0,12.0,6000.0,206,99.0,1,1
6142248,31858645,2.0,1,1,Meguro Ku,35.64086,139.70202,Entire home/apt,2,1 bath,1.0,1.0,15000.0,147,99.0,0,0
6172827,29410164,4.0,1,1,Edogawa Ku,35.71306,139.85559,Private room,2,1 private bath,1.0,2.0,5800.0,69,92.0,1,0
6177805,26407522,5.0,1,0,Nakano Ku,35.72091,139.66816,Private room,1,1 shared bath,1.0,1.0,2893.0,124,98.0,0,1
6194398,30457696,2.0,1,1,Machida Shi,35.59461,139.40819,Private room,3,1 shared bath,1.0,0.0,3290.0,44,97.0,0,0
6229282,22031881,1.0,1,1,Bunkyo Ku,35.7082,139.76897,Entire home/apt,4,1 bath,1.0,4.0,34800.0,231,95.0,0,0
6305070,31936413,1.0,1,0,Shinagawa Ku,35.61434,139.71665,Private room,2,1 shared bath,1.0,1.0,4500.0,94,92.0,0,0
6308465,32815136,3.0,1,1,Meguro Ku,35.64214,139.69869,Entire home/apt,6,1 bath,2.0,5.0,50000.0,185,95.0,1,0
6365363,33170407,12.0,1,1,Sumida Ku,35.71968,139.81082,Entire home/apt,2,1 bath,1.0,2.0,3500.0,23,94.0,1,1
6374299,30314225,2.0,1,1,Toshima Ku,35.73006,139.73093,Entire home/apt,6,1 bath,2.0,6.0,6900.0,83,90.0,0,1
6380625,33088758,1.0,1,1,Suginami Ku,35.67951,139.64878,Entire home/apt,6,1 bath,1.0,2.0,30429.0,143,97.0,1,0
6428968,21858182,1.0,1,1,Katsushika Ku,35.73773,139.84798,Private room,2,1 shared bath,1.0,2.0,5000.0,158,98.0,0,1
6439108,10705201,2.0,1,1,Setagaya Ku,35.66106,139.66859,Entire home/apt,3,1 bath,1.0,3.0,14000.0,202,100.0,0,1
6562355,2008948,1.0,1,1,Machida Shi,35.55057,139.45385,Private room,2,1 shared bath,1.0,1.0,4278.0,33,96.0,0,1
6592213,34475322,2.0,1,0,Machida Shi,35.5872,139.48277,Private room,3,1 shared bath,1.0,0.0,3500.0,125,99.0,0,1
6595315,29410164,4.0,1,1,Katsushika Ku,35.71432,139.8557,Private room,8,2 baths,3.0,8.0,23000.0,25,91.0,0,0
6635417,32764769,4.0,1,1,Chiyoda Ku,35.70156,139.76818,Entire home/apt,4,1.5 baths,2.0,4.0,6000.0,171,85.0,0,0
6646878,34561184,,,,Setagaya Ku,35.65191,139.66968,Private room,2,1.5 baths,1.0,1.0,6980.0,88,99.0,0,1
6648293,5749679,2.0,1,1,Shinagawa Ku,35.61486,139.726,Entire home/apt,3,1 bath,1.0,1.0,5957.0,258,95.0,1,1
6670367,31651173,1.0,1,1,Sumida Ku,35.71299,139.81726,Entire home/apt,4,1 bath,2.0,3.0,9000.0,121,97.0,0,1
6719865,11025259,1.0,1,1,Taito Ku,35.72024,139.76607,Entire home/apt,6,1 bath,3.0,6.0,857038.0,134,96.0,0,0
6732871,22601823,2.0,1,1,Taito Ku,35.71079,139.7956,Entire home/apt,12,1 bath,3.0,6.0,32714.0,131,96.0,0,0
6738906,22601823,2.0,1,1,Taito Ku,35.71218,139.79427,Entire home/apt,8,1 bath,2.0,3.0,12000.0,122,93.0,0,0
6749824,35340956,2.0,1,1,Taito Ku,35.7242,139.77766,Private room,1,1 shared bath,1.0,1.0,4200.0,109,98.0,1,1
6750472,30828383,,,,Taito Ku,35.7155,139.79083,Entire home/apt,5,1 bath,1.0,2.0,5000.0,196,97.0,0,1
6768640,33170407,12.0,1,1,Sumida Ku,35.71818,139.81237,Entire home/apt,2,1 bath,1.0,2.0,3500.0,41,93.0,1,1
6785470,35525878,1.0,1,1,Kodaira Shi,35.72607,139.51101,Entire home/apt,3,1 bath,1.0,3.0,5100.0,59,98.0,0,1
6800607,17736560,10.0,1,1,Nerima Ku,35.73624,139.63247,Entire home/apt,2,1 bath,1.0,1.0,4606.0,35,95.0,1,1
6803014,35614067,2.0,1,1,Minato Ku,35.63463,139.72773,Entire home/apt,2,1 bath,1.0,1.0,19500.0,138,99.0,0,1
6805147,35623696,1.0,1,1,Adachi Ku,35.76922,139.77947,Entire home/apt,6,3 baths,4.0,4.0,20000.0,85,92.0,1,0
6812578,26386727,1.0,1,1,Meguro Ku,35.6215,139.70127,Private room,2,1.5 baths,1.0,2.0,5043.0,170,98.0,1,1
