id,host_id,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,number_of_reviews,review_scores_rating,instant_bookable,super_host
27836119,208950742,1.0,1,1,Nakano Ku,35.68774,139.67603,Entire home/apt,4,1 bath,1.0,1.0,11429.0,63,96.0,0,1
27837387,68178397,1.0,1,0,Chofu Shi,35.64926,139.56578,Entire home/apt,4,1 bath,1.0,4.0,5000.0,50,99.0,0,1
27840125,50315845,6.0,1,1,Taito Ku,35.71986,139.76903,Private room,4,1 private bath,1.0,4.0,10000.0,0,,0,1
27840677,199463250,2.0,1,1,Setagaya Ku,35.64172,139.66478,Entire home/apt,4,1 bath,,1.0,5100.0,83,91.0,1,0
27841441,185713980,5.0,1,1,Shinjuku Ku,35.7004,139.70405,Private room,2,1 shared bath,1.0,2.0,9000.0,17,99.0,1,1
27841688,210252612,7.0,1,1,Toshima Ku,35.72498,139.70755,Entire home/apt,3,1 bath,1.0,2.0,9600.0,43,95.0,1,0
27841856,210252612,7.0,1,1,Toshima Ku,35.72498,139.70755,Entire home/apt,2,1 bath,1.0,1.0,10057.0,53,95.0,1,0
27843323,210252612,7.0,1,1,Toshima Ku,35.72496,139.70757,Entire home/apt,3,1 bath,1.0,2.0,9600.0,57,96.0,1,0
27843553,209824558,2.0,1,0,Adachi Ku,35.79508,139.78882,Private room,2,1 shared bath,1.0,1.0,4000.0,28,99.0,1,1
27843588,210252612,7.0,1,1,Toshima Ku,35.72496,139.70757,Entire home/apt,3,1.5 baths,1.0,0.0,9600.0,52,94.0,1,0
27846758,63598456,27.0,1,1,Kita Ku,35.73537,139.75414,Entire home/apt,16,1.5 baths,4.0,5.0,30000.0,11,89.0,1,0
27853052,210081038,14.0,1,1,Toshima Ku,35.71492,139.71562,Entire home/apt,2,1 bath,1.0,2.0,5500.0,52,95.0,1,1
27855068,210378964,3.0,1,1,Shinjuku Ku,35.69261,139.70998,Entire home/apt,6,1 bath,1.0,3.0,38314.0,14,90.0,1,0
27858254,90999876,1.0,1,1,Ota Ku,35.56402,139.71787,Entire home/apt,8,1 bath,1.0,6.0,5800.0,66,95.0,1,1
27859814,55758254,3.0,1,1,Taito Ku,35.71788,139.79154,Private room,2,1 private bath,1.0,1.0,6000.0,34,95.0,1,1
27864409,55108941,1.0,1,1,Adachi Ku,35.744,139.79117,Entire home/apt,4,1 bath,2.0,2.0,13110.0,40,99.0,1,1
27865228,210445918,1.0,1,1,Arakawa Ku,35.73181,139.793,Entire home/apt,7,1 bath,2.0,6.0,9000.0,48,89.0,1,0
27878617,163132791,10.0,1,0,Taito Ku,35.71472,139.79291,Shared room,1,1 shared bath,1.0,2.0,4350.0,1,100.0,1,0
27879086,22799972,9.0,1,1,Meguro Ku,35.63788,139.70823,Entire home/apt,4,1 bath,2.0,1.0,30000.0,10,92.0,1,1
27879147,205130250,2.0,1,1,Setagaya Ku,35.66807,139.65974,Entire home/apt,5,1 bath,1.0,2.0,16000.0,75,100.0,1,1
27881318,118290014,5.0,1,1,Shibuya Ku,35.67821,139.6787,Entire home/apt,2,1 bath,,1.0,7362.0,57,97.0,0,0
27883019,75351511,4.0,1,1,Toshima Ku,35.7302,139.72623,Entire home/apt,2,1 bath,1.0,1.0,9000.0,33,95.0,0,1
27883023,210614154,4.0,1,1,Sumida Ku,35.69194,139.80048,Entire home/apt,2,1 bath,1.0,2.0,9800.0,37,89.0,1,1
27883509,110230403,10.0,1,1,Toshima Ku,35.73766,139.73354,Entire home/apt,8,1 bath,2.0,5.0,12500.0,13,85.0,1,0
27884324,110230403,10.0,1,1,Toshima Ku,35.73574,139.73378,Entire home/apt,8,1 bath,3.0,8.0,13500.0,7,83.0,1,0
27884843,75351511,4.0,1,1,Toshima Ku,35.72891,139.72735,Entire home/apt,2,1 bath,1.0,0.0,8500.0,35,93.0,0,1
27886909,163145419,0.0,1,1,Shinjuku Ku,35.69087,139.68568,Entire home/apt,4,2 baths,2.0,1.0,13600.0,39,96.0,1,0
27894211,210712855,,,,Shinagawa Ku,35.62178,139.74036,Entire home/apt,3,1 bath,1.0,3.0,22200.0,30,97.0,1,1
27894582,155990727,1.0,1,1,Toshima Ku,35.73644,139.72618,Entire home/apt,10,1 bath,3.0,4.0,10286.0,45,96.0,1,1
27895162,205162345,4.0,1,1,Taito Ku,35.72779,139.80019,Private room,1,0 shared baths,1.0,1.0,3564.0,331,94.0,1,0
27895465,205162345,4.0,1,1,Taito Ku,35.72651,139.80036,Private room,3,0 shared baths,1.0,2.0,7171.0,8,95.0,1,0
27896078,205162345,4.0,1,1,Taito Ku,35.72621,139.80047,Private room,2,0 shared baths,1.0,2.0,7143.0,1,60.0,1,0
27896258,163145419,0.0,1,1,Shinjuku Ku,35.69059,139.68551,Private room,5,3 baths,3.0,3.0,28800.0,29,95.0,1,0
27896663,163145419,0.0,1,1,Shinjuku Ku,35.6914,139.68405,Private room,2,1.5 baths,1.0,1.0,10800.0,37,95.0,1,0
27906300,210614154,4.0,1,1,Sumida Ku,35.69026,139.80082,Entire home/apt,6,1 bath,2.0,4.0,21000.0,33,90.0,1,1
27907009,207915193,3.0,1,1,Shinjuku Ku,35.699,139.71164,Entire home/apt,4,1 bath,1.0,4.0,6523.0,57,94.0,0,0
27907897,207915193,3.0,1,1,Shinjuku Ku,35.69841,139.71076,Entire home/apt,4,1 bath,1.0,4.0,10277.0,51,93.0,0,0
27908248,210614154,4.0,1,1,Sumida Ku,35.69035,139.79994,Entire home/apt,7,1 bath,3.0,6.0,21000.0,46,87.0,1,1
27909826,163145419,0.0,1,1,Nakano Ku,35.692,139.68388,Private room,2,1.5 baths,1.0,1.0,10800.0,45,94.0,1,0
27913583,43826309,24.0,1,1,Shinjuku Ku,35.699,139.7036,Entire home/apt,14,3 baths,6.0,8.0,68000.0,24,98.0,1,1
27914325,210866361,1.0,1,1,Toshima Ku,35.73692,139.70741,Private room,5,1.5 shared baths,3.0,4.0,14200.0,76,99.0,0,1
27923703,200349143,20.0,1,1,Taito Ku,35.70855,139.78575,Entire home/apt,4,1 bath,1.0,2.0,7388.0,36,88.0,0,0
27924769,145326080,14.0,1,1,Shinjuku Ku,35.70401,139.69986,Entire home/apt,6,1 bath,2.0,4.0,10000.0,66,97.0,1,1
27925085,200349143,20.0,1,1,Taito Ku,35.71,139.78634,Entire home/apt,4,1.5 baths,1.0,2.0,11888.0,14,81.0,0,0
27934109,201210320,10.0,1,1,Shinjuku Ku,35.69849,139.70095,Entire home/apt,4,1 bath,1.0,2.0,12000.0,59,96.0,1,0
27934927,201210320,10.0,1,1,Shinjuku Ku,35.69683,139.70243,Entire home/apt,2,1 bath,1.0,1.0,15714.0,57,89.0,1,0
27935166,201210320,10.0,1,1,Shinjuku Ku,35.69661,139.70094,Entire home/apt,4,1 bath,1.0,2.0,12000.0,47,92.0,1,0
27935890,201210320,10.0,1,1,Shinjuku Ku,35.69893,139.70263,Entire home/apt,4,1 bath,1.0,2.0,12000.0,45,95.0,1,0
27936298,201210320,10.0,1,1,Shinjuku Ku,35.69688,139.7014,Entire home/apt,4,1 bath,1.0,2.0,12000.0,36,93.0,1,0
27940671,205906665,13.0,1,1,Sumida Ku,35.69465,139.79318,Entire home/apt,4,1 bath,1.0,2.0,18880.0,0,,0,0
27941274,205906665,13.0,1,1,Shibuya Ku,35.6858,139.67705,Entire home/apt,6,1 bath,1.0,5.0,18880.0,9,78.0,0,0
27941459,205906665,13.0,1,1,Shibuya Ku,35.68788,139.67882,Entire home/apt,5,1 bath,1.0,5.0,18880.0,10,96.0,0,0
27946672,210081038,14.0,1,1,Toshima Ku,35.71492,139.71562,Entire home/apt,2,1 bath,1.0,2.0,3857.0,58,95.0,1,1
27948530,55513694,1.0,1,1,Taito Ku,35.72762,139.80156,Entire home/apt,4,1.5 baths,2.0,0.0,15000.0,55,99.0,1,1
27949112,210199913,10.0,1,1,Taito Ku,35.72033,139.79535,Entire home/apt,10,2.5 baths,3.0,4.0,6000.0,49,90.0,1,1
27956655,159032482,3.0,1,1,Shibuya Ku,35.65927,139.69603,Entire home/apt,2,1 bath,1.0,1.0,8857.0,69,98.0,0,1
27963951,177445547,94.0,1,1,Suginami Ku,35.72346,139.61285,Entire home/apt,2,1 bath,1.0,0.0,2268.0,70,94.0,1,0
27966241,207024011,24.0,1,1,Toshima Ku,35.73659,139.70674,Entire home/apt,3,1.5 baths,1.0,0.0,3871.0,50,94.0,1,0
27970470,210614154,4.0,1,1,Sumida Ku,35.69023,139.79927,Entire home/apt,2,1 bath,1.0,2.0,9800.0,26,92.0,1,1
27975652,211290995,3.0,1,1,Itabashi Ku,35.75092,139.72076,Entire home/apt,13,2 baths,4.0,11.0,19999.0,1,100.0,1,0
27990973,211411086,,,,Mitaka Shi,35.66888,139.57423,Entire home/apt,11,1 bath,3.0,7.0,9200.0,46,92.0,1,1
27994661,210252612,7.0,1,1,Toshima Ku,35.72498,139.70755,Entire home/apt,2,1 bath,1.0,1.0,8686.0,41,95.0,1,0
27996329,177955651,12.0,1,1,Sumida Ku,35.70059,139.7988,Entire home/apt,4,1.5 baths,2.0,3.0,15697.0,102,96.0,1,1
27996640,177955651,12.0,1,1,Sumida Ku,35.70207,139.79699,Entire home/apt,5,1.5 baths,2.0,4.0,17071.0,102,96.0,1,1
27996790,177955651,12.0,1,1,Sumida Ku,35.70089,139.79705,Entire home/apt,6,1.5 baths,2.0,5.0,18156.0,95,96.0,1,1
27997153,177955651,12.0,1,1,Sumida Ku,35.70205,139.7971,Entire home/apt,5,1.5 baths,2.0,4.0,17964.0,114,96.0,1,1
28017428,36582105,,,,Suginami Ku,35.67344,139.66048,Entire home/apt,6,1 bath,2.0,2.0,12657.0,107,99.0,1,1
28023046,62045077,1.0,1,1,Taito Ku,35.70521,139.79099,Private room,3,1 shared bath,1.0,1.0,4500.0,66,94.0,0,0
28038521,70438155,18.0,1,1,Shinjuku Ku,35.69894,139.70325,Entire home/apt,14,2 baths,6.0,8.0,68000.0,24,97.0,1,1
28039727,211795510,11.0,1,1,Toshima Ku,35.73127,139.72768,Entire home/apt,8,2 baths,1.0,4.0,9312.0,44,92.0,1,0
28055881,134083708,5.0,1,1,Minato Ku,35.66295,139.73804,Entire home/apt,6,1.5 baths,1.0,2.0,12000.0,9,96.0,1,0
28060015,198618651,11.0,1,1,Taito Ku,35.70967,139.79205,Entire home/apt,4,1 bath,2.0,4.0,10560.0,62,97.0,1,1
28064154,198618651,11.0,1,1,Taito Ku,35.70824,139.79249,Entire home/apt,4,1 bath,2.0,4.0,10560.0,64,99.0,1,1
28070939,36335780,3.0,1,0,Suginami Ku,35.71466,139.59784,Private room,1,Shared half-bath,1.0,1.0,3949.0,12,100.0,0,1
28071100,211795510,11.0,1,1,Toshima Ku,35.73158,139.72781,Entire home/apt,8,2 baths,1.0,8.0,9312.0,46,90.0,1,0
28074263,211795510,11.0,1,1,Toshima Ku,35.73016,139.7291,Entire home/apt,8,2 baths,1.0,8.0,9312.0,32,96.0,1,0
28082446,83618421,11.0,1,1,Taito Ku,35.7188,139.80025,Private room,2,1 private bath,1.0,2.0,16700.0,12,100.0,1,1
28083652,83618421,11.0,1,1,Taito Ku,35.7188,139.80025,Private room,2,1.5 baths,1.0,2.0,18000.0,9,100.0,1,1
28084417,212151982,1.0,1,1,Shibuya Ku,35.65813,139.69632,Entire home/apt,3,1 bath,,3.0,19900.0,32,86.0,1,0
28084741,212159350,1.0,1,1,Ota Ku,35.55983,139.73088,Entire home/apt,5,1 bath,1.0,2.0,6643.0,28,92.0,1,0
28088761,42173796,2.0,1,1,Shinjuku Ku,35.70207,139.7036,Entire home/apt,5,1 bath,1.0,3.0,3230.0,70,83.0,1,0
28089093,42173796,2.0,1,1,Shinjuku Ku,35.70207,139.7036,Entire home/apt,5,1 bath,1.0,3.0,4675.0,76,83.0,1,0
28090881,198618651,11.0,1,1,Taito Ku,35.71027,139.79188,Entire home/apt,4,1 bath,2.0,4.0,11000.0,48,97.0,1,1
28091000,198618651,11.0,1,1,Taito Ku,35.70817,139.79274,Entire home/apt,4,1 bath,2.0,4.0,11440.0,70,99.0,1,1
28091104,198618651,11.0,1,1,Taito Ku,35.70937,139.79223,Entire home/apt,2,1 bath,1.0,2.0,6575.0,61,97.0,1,1
28091254,198618651,11.0,1,1,Taito Ku,35.70934,139.79387,Entire home/apt,4,1 bath,2.0,4.0,17600.0,65,97.0,1,1
28091323,198618651,11.0,1,1,Taito Ku,35.70962,139.79412,Entire home/apt,4,1 bath,2.0,4.0,10560.0,50,97.0,1,1
28108107,55501174,10.0,1,1,Kita Ku,35.73237,139.76039,Entire home/apt,5,1 bath,1.0,3.0,3429.0,35,81.0,1,0
28112147,70438155,18.0,1,1,Shinjuku Ku,35.69674,139.69022,Entire home/apt,3,1 bath,1.0,2.0,2928.0,29,97.0,1,1
28113194,106684124,7.0,1,1,Toshima Ku,35.73651,139.74913,Private room,2,1.5 baths,1.0,2.0,6357.0,10,93.0,1,1
28117985,70438155,18.0,1,1,Shinjuku Ku,35.69648,139.68912,Entire home/apt,2,1 bath,1.0,2.0,2857.0,21,92.0,1,1
28119131,70438155,18.0,1,1,Shinjuku Ku,35.69844,139.68984,Entire home/apt,3,1.5 baths,1.0,1.0,2786.0,23,90.0,1,1
28142665,150370604,,,,Setagaya Ku,35.66183,139.66921,Entire home/apt,4,1 bath,,2.0,12584.0,84,96.0,1,1
28145905,178319983,8.0,1,1,Shibuya Ku,35.65763,139.70988,Entire home/apt,6,1 bath,1.0,4.0,16838.0,7,89.0,0,0
28146456,207114839,11.0,1,1,Shinjuku Ku,35.70152,139.69338,Private room,2,3 shared baths,1.0,1.0,3889.0,75,92.0,1,0
28162615,178319983,8.0,1,1,Shibuya Ku,35.65845,139.70661,Entire home/apt,14,2 baths,2.0,8.0,40000.0,4,70.0,0,0
28163318,212729499,9.0,1,1,Sumida Ku,35.69922,139.80225,Entire home/apt,3,1 bath,1.0,1.0,6921.0,35,92.0,0,0
28166542,173962342,9.0,1,1,Shinagawa Ku,35.6278,139.71364,Entire home/apt,4,1 bath,1.0,2.0,7857.0,77,92.0,1,1
28171450,186532439,24.0,1,1,Toshima Ku,35.73751,139.69603,Private room,2,3 shared baths,1.0,1.0,2300.0,21,96.0,1,0
28188723,212909642,3.0,1,1,Itabashi Ku,35.76881,139.69716,Private room,6,2 shared baths,2.0,3.0,13078.0,7,94.0,0,1
28188891,147469862,5.0,1,1,Edogawa Ku,35.73231,139.88355,Entire home/apt,3,1 bath,1.0,1.0,6000.0,31,98.0,1,0
28193990,9782688,5.0,1,1,Toshima Ku,35.73052,139.68663,Entire home/apt,7,1 bath,3.0,4.0,18553.0,5,92.0,1,1
28205993,85986633,7.0,1,1,Toshima Ku,35.71399,139.70993,Entire home/apt,2,1 bath,1.0,2.0,7929.0,29,94.0,1,1
28206748,85986633,7.0,1,1,Shinjuku Ku,35.71312,139.70994,Entire home/apt,2,1 bath,1.0,2.0,8274.0,24,93.0,1,1
28208803,121618352,2.0,1,0,Shinagawa Ku,35.60896,139.73833,Entire home/apt,5,1.5 baths,2.0,5.0,10000.0,25,94.0,0,0
28209966,147469862,5.0,1,1,Edogawa Ku,35.73331,139.88545,Entire home/apt,6,1 bath,1.0,3.0,8000.0,48,92.0,1,0
28209969,85986633,7.0,1,1,Toshima Ku,35.71463,139.70952,Entire home/apt,2,1 bath,1.0,2.0,7524.0,9,93.0,1,1
28210569,187014041,1.0,1,1,Katsushika Ku,35.73607,139.83713,Entire home/apt,16,2.5 baths,3.0,9.0,16714.0,160,97.0,1,0
28228956,43826309,24.0,1,1,Shinjuku Ku,35.69738,139.68981,Entire home/apt,4,1 bath,1.0,2.0,10800.0,6,97.0,1,1
28233096,111667065,4.0,1,1,Setagaya Ku,35.66196,139.6689,Entire home/apt,3,Half-bath,1.0,2.0,10000.0,46,94.0,0,0
28233271,111667065,4.0,1,1,Setagaya Ku,35.66197,139.66892,Entire home/apt,3,Half-bath,1.0,1.0,10000.0,63,95.0,0,0
28258688,43826309,24.0,1,1,Shinjuku Ku,35.69708,139.68884,Entire home/apt,3,1 bath,1.0,3.0,10800.0,14,90.0,1,1
28268592,212406967,3.0,1,1,Toshima Ku,35.73758,139.73022,Entire home/apt,12,2 baths,5.0,5.0,30000.0,37,97.0,0,1
28269901,212406967,3.0,1,1,Toshima Ku,35.73696,139.72891,Entire home/apt,12,2 baths,5.0,5.0,29286.0,1,100.0,0,1
28271131,5221876,1.0,1,1,Edogawa Ku,35.67088,139.87121,Entire home/apt,8,1 bath,5.0,7.0,17100.0,54,97.0,0,0
28273378,212720619,1.0,1,1,Toshima Ku,35.73295,139.70473,Entire home/apt,6,1 bath,1.0,2.0,7429.0,82,85.0,1,0
28275534,119542101,12.0,1,1,Arakawa Ku,35.73509,139.7897,Entire home/apt,14,2 baths,3.0,8.0,50000.0,2,100.0,0,1
28291983,43826309,24.0,1,1,Shinjuku Ku,35.69729,139.69043,Entire home/apt,3,1 bath,1.0,2.0,10800.0,14,91.0,1,1
28294359,213271329,16.0,1,1,Sumida Ku,35.71379,139.8118,Entire home/apt,2,1 bath,,1.0,5750.0,32,99.0,1,0
28294775,213271329,16.0,1,1,Sumida Ku,35.71347,139.81123,Entire home/apt,2,1 bath,,1.0,5750.0,34,99.0,1,0
28294849,213271329,16.0,1,1,Sumida Ku,35.71378,139.81118,Entire home/apt,2,1 bath,,1.0,5750.0,28,96.0,1,0
28295012,213271329,16.0,1,1,Sumida Ku,35.71347,139.81047,Entire home/apt,2,1 bath,,1.0,5750.0,27,98.0,1,0
28295071,213271329,16.0,1,1,Sumida Ku,35.71477,139.81059,Entire home/apt,2,1 bath,,1.0,5750.0,33,99.0,1,0
28295098,213271329,16.0,1,1,Sumida Ku,35.7138,139.81044,Entire home/apt,2,1 bath,,1.0,4750.0,32,99.0,1,0
28295176,213271329,16.0,1,1,Sumida Ku,35.71338,139.8106,Entire home/apt,2,1 bath,,1.0,5750.0,33,95.0,1,0
28295355,213271329,16.0,1,1,Sumida Ku,35.71368,139.81203,Entire home/apt,2,1 bath,,1.0,5750.0,28,98.0,1,0
28295443,213271329,16.0,1,1,Sumida Ku,35.71324,139.81175,Entire home/apt,2,1 bath,,1.0,5750.0,35,99.0,1,0
28297307,213271329,16.0,1,1,Sumida Ku,35.71381,139.80972,Entire home/apt,2,1 bath,,1.0,5750.0,25,98.0,1,0
28297319,213271329,16.0,1,1,Sumida Ku,35.71376,139.81043,Entire home/apt,2,1 bath,,1.0,5750.0,35,97.0,1,0
28297324,213271329,16.0,1,1,Sumida Ku,35.71459,139.81033,Entire home/apt,2,1 bath,,1.0,5750.0,45,99.0,1,0
28303760,58679845,4.0,1,1,Sumida Ku,35.71101,139.80429,Entire home/apt,8,1 bath,3.0,7.0,16000.0,30,97.0,0,0
28321306,43826309,24.0,1,1,Shinjuku Ku,35.69731,139.68984,Entire home/apt,3,1.5 baths,1.0,3.0,10800.0,17,95.0,1,1
28323299,206578712,3.0,1,1,Taito Ku,35.70718,139.79456,Entire home/apt,3,1 bath,1.0,2.0,11571.0,49,98.0,0,1
28323423,212270562,1.0,1,1,Shinjuku Ku,35.71968,139.69528,Private room,2,1 shared bath,1.0,0.0,8500.0,59,100.0,0,1
28342797,212729499,9.0,1,1,Sumida Ku,35.69923,139.80222,Entire home/apt,3,1 bath,1.0,1.0,6921.0,26,93.0,0,0
28343304,212729499,9.0,1,1,Sumida Ku,35.69923,139.80222,Entire home/apt,3,1 bath,1.0,1.0,7243.0,40,96.0,0,0
28343511,212729499,9.0,1,1,Sumida Ku,35.69923,139.80222,Entire home/apt,3,1 bath,1.0,1.0,7564.0,24,93.0,0,0
28343624,212729499,9.0,1,1,Sumida Ku,35.69923,139.80222,Entire home/apt,3,1 bath,1.0,1.0,6921.0,33,96.0,0,0
28343718,212729499,9.0,1,1,Sumida Ku,35.69923,139.80222,Entire home/apt,3,1 bath,1.0,1.0,6921.0,28,94.0,0,0
28343799,212729499,9.0,1,1,Sumida Ku,35.69923,139.80222,Entire home/apt,3,1 bath,1.0,1.0,6454.0,30,95.0,0,0
28343879,212729499,9.0,1,1,Sumida Ku,35.69923,139.80222,Entire home/apt,3,1 bath,1.0,1.0,6921.0,32,92.0,0,0
28344007,212729499,9.0,1,1,Sumida Ku,35.69923,139.80222,Entire home/apt,3,1 bath,1.0,1.0,6921.0,36,92.0,0,0
28344100,214015771,2.0,1,1,Shinjuku Ku,35.6989,139.70555,Entire home/apt,2,1 bath,1.0,1.0,4000.0,64,88.0,1,0
28344258,212729499,9.0,1,1,Sumida Ku,35.69923,139.80222,Entire home/apt,3,1 bath,1.0,1.0,7243.0,34,90.0,0,0
28344603,212729499,9.0,1,1,Sumida Ku,35.69923,139.80222,Entire home/apt,3,1 bath,1.0,1.0,6921.0,33,95.0,0,0
28345004,212729499,9.0,1,1,Sumida Ku,35.69923,139.80222,Entire home/apt,3,1 bath,1.0,1.0,7243.0,34,96.0,0,0
28345113,212729499,9.0,1,1,Sumida Ku,35.69923,139.80222,Entire home/apt,3,1 bath,1.0,1.0,7241.0,31,94.0,0,0
28345281,214015771,2.0,1,1,Shinjuku Ku,35.70079,139.70634,Entire home/apt,3,1 bath,,2.0,4429.0,61,86.0,1,0
28345564,103535605,0.0,1,1,Sumida Ku,35.69513,139.80333,Entire home/apt,16,1 bath,1.0,8.0,48300.0,32,85.0,1,0
28345633,105994847,5.0,1,1,Shinjuku Ku,35.69886,139.69498,Entire home/apt,3,1 bath,1.0,2.0,15000.0,72,96.0,0,0
28346354,136144843,35.0,1,1,Minato Ku,35.65655,139.74208,Hotel room,2,1 bath,1.0,2.0,5714.0,2,80.0,1,0
28346429,96046430,5.0,1,1,Sumida Ku,35.69513,139.80333,Entire home/apt,16,1 bath,1.0,8.0,48300.0,41,88.0,1,0
28346776,136144843,35.0,1,1,Minato Ku,35.65637,139.7422,Hotel room,2,1 bath,1.0,2.0,5714.0,1,100.0,1,0
28346938,136144843,35.0,1,1,Minato Ku,35.65638,139.74228,Hotel room,2,1 bath,1.0,2.0,5714.0,2,100.0,1,0
28347068,136144843,35.0,1,1,Minato Ku,35.65694,139.74382,Hotel room,3,1 bath,1.0,3.0,8571.0,1,80.0,1,0
28347509,102648387,7.0,1,1,Shinjuku Ku,35.69737,139.69617,Entire home/apt,6,1 bath,1.0,4.0,16000.0,33,96.0,1,1
28348020,211278290,9.0,1,1,Shinjuku Ku,35.69541,139.72023,Entire home/apt,3,1 bath,,2.0,5467.0,51,88.0,1,0
28348204,211278290,9.0,1,1,Shinjuku Ku,35.69449,139.72139,Entire home/apt,3,1 bath,,2.0,5467.0,43,91.0,1,0
28348252,211278290,9.0,1,1,Shinjuku Ku,35.69315,139.72079,Entire home/apt,3,1 bath,,2.0,5801.0,51,82.0,1,0
28348299,211278290,9.0,1,1,Shinjuku Ku,35.69461,139.72077,Entire home/apt,3,1 bath,,2.0,5467.0,48,95.0,1,0
28348350,211278290,9.0,1,1,Shinjuku Ku,35.69348,139.71937,Entire home/apt,3,1 bath,,2.0,5467.0,46,86.0,1,0
28348427,211278290,9.0,1,1,Shinjuku Ku,35.69538,139.72076,Entire home/apt,3,1 bath,,2.0,5801.0,46,84.0,1,0
28348490,211278290,9.0,1,1,Shinjuku Ku,35.69346,139.71991,Entire home/apt,3,1 bath,,2.0,5467.0,61,87.0,1,0
28348559,211278290,9.0,1,1,Shinjuku Ku,35.694,139.72145,Entire home/apt,3,1 bath,,2.0,5467.0,59,90.0,1,0
28348597,211278290,9.0,1,1,Shinjuku Ku,35.69524,139.7217,Entire home/apt,3,1 bath,,3.0,5467.0,49,90.0,1,0
28355003,212909642,3.0,1,1,Itabashi Ku,35.7684,139.69622,Private room,2,2 shared baths,1.0,1.0,6520.0,20,100.0,0,1
28355943,212909642,3.0,1,1,Itabashi Ku,35.7668,139.69684,Private room,3,2 shared baths,1.0,2.0,6539.0,46,99.0,0,1
28357268,214106496,1.0,1,1,Nerima Ku,35.75938,139.6571,Entire home/apt,8,1.5 baths,4.0,7.0,10969.0,18,85.0,0,0
28357573,15028041,27.0,1,1,Taito Ku,35.70351,139.78546,Entire home/apt,7,1 bath,2.0,2.0,13500.0,50,98.0,0,1
28371492,214203053,12.0,1,1,Suginami Ku,35.67541,139.63408,Private room,4,1 shared bath,2.0,2.0,9000.0,61,100.0,0,1
28374194,207899022,1.0,1,1,Taito Ku,35.71764,139.79726,Private room,2,1 shared bath,1.0,1.0,4800.0,55,100.0,1,1
28374432,85986633,7.0,1,1,Toshima Ku,35.71526,139.71091,Entire home/apt,2,1 bath,1.0,2.0,7756.0,18,90.0,1,1
28377002,165180864,4.0,1,1,Nakano Ku,35.70732,139.67273,Entire home/apt,2,1 bath,1.0,1.0,8143.0,19,91.0,1,0
28389091,165180864,4.0,1,1,Nakano Ku,35.70732,139.67273,Entire home/apt,3,1 bath,1.0,2.0,8899.0,23,91.0,1,0
28390438,165180864,4.0,1,1,Nakano Ku,35.70732,139.67273,Entire home/apt,2,1 bath,1.0,1.0,7857.0,8,98.0,1,0
28394206,70438155,18.0,1,1,Shinjuku Ku,35.69716,139.69061,Entire home/apt,3,1 bath,1.0,3.0,2715.0,24,94.0,1,1
28394822,214369159,1.0,1,1,Setagaya Ku,35.64726,139.6828,Entire home/apt,5,1 bath,1.0,2.0,12000.0,49,93.0,1,0
28403357,211795510,11.0,1,1,Toshima Ku,35.73408,139.72685,Entire home/apt,4,1 bath,1.0,2.0,6818.0,36,89.0,1,0
28404044,211795510,11.0,1,1,Toshima Ku,35.73221,139.72778,Entire home/apt,4,1 bath,1.0,4.0,6818.0,41,84.0,1,0
28405565,150931532,18.0,1,1,Ota Ku,35.54077,139.70936,Entire home/apt,16,1.5 baths,9.0,11.0,28857.0,5,92.0,1,0
28412878,213271329,16.0,1,1,Sumida Ku,35.71345,139.80987,Entire home/apt,2,1 bath,,2.0,5750.0,35,93.0,1,0
28414786,213271329,16.0,1,1,Sumida Ku,35.71319,139.81176,Entire home/apt,2,1 bath,,1.0,5750.0,33,96.0,1,0
28417231,214541964,1.0,1,1,Shinjuku Ku,35.69812,139.69405,Entire home/apt,3,1 bath,,2.0,22857.0,46,89.0,1,0
28428657,33947232,2.0,1,1,Shibuya Ku,35.65354,139.71044,Entire home/apt,4,1.5 baths,1.0,3.0,13053.0,49,98.0,1,1
28442564,214714713,1.0,1,1,Shinjuku Ku,35.71129,139.7151,Entire home/apt,8,1 bath,1.0,5.0,9000.0,52,92.0,1,0
28442591,214015771,2.0,1,1,Shinjuku Ku,35.69923,139.70464,Entire home/apt,3,1 bath,1.0,2.0,4000.0,38,96.0,1,0
28443746,9848132,22.0,1,1,Toshima Ku,35.7257,139.7101,Entire home/apt,4,1 bath,1.0,4.0,200000.0,47,96.0,1,1
28444890,201928149,0.0,1,1,Shibuya Ku,35.66257,139.70108,Entire home/apt,2,1 bath,1.0,2.0,3400.0,66,85.0,1,0
28445305,209649623,20.0,1,1,Suginami Ku,35.69369,139.62975,Private room,2,1.5 shared baths,1.0,1.0,4500.0,5,96.0,0,1
28446218,30324135,51.0,1,1,Shinjuku Ku,35.69996,139.70835,Entire home/apt,2,1 bath,1.0,2.0,12000.0,25,98.0,0,0
28446831,43826309,24.0,1,1,Toshima Ku,35.73458,139.70459,Entire home/apt,5,1 bath,2.0,3.0,10000.0,17,94.0,1,1
28448533,214760293,1.0,1,1,Shinjuku Ku,35.70271,139.69475,Entire home/apt,1,1 bath,,0.0,2643.0,267,89.0,1,0
28460883,214762772,2.0,1,1,Toshima Ku,35.7257,139.7101,Entire home/apt,2,1 bath,1.0,1.0,17371.0,66,99.0,1,1
